Crop,N (Nitrogen),P (Phosphorus),K (Potassium),Temperature (°C),Humidity (%),pH,Rainfall (mm),Waste Type
Grapes,1.4448317431698325,0.2698834112082873,1.0480479046552271,24.851532134794905,65.03575785414903,6.9,166.28942919944268,Grapevine Pruning Grapes Skins
Wheat,1.9529195862689823,0.338104928424114,1.8342278492501407,21.839149686857365,76.2438337594381,5.9,158.00614650034208,Wheat Straw Wheat Chaff
Mango,1.8955748858806156,0.30031247129218985,1.1617595382281647,28.749502015941108,79.93410412933659,6.3,226.102587708136,Mango Leaves Mango Seed Husks
Watermelon,1.0389108017832898,0.30511146618773055,1.124122062656946,23.66268048804968,85.73329938293745,6.0,208.88751060611906,Watermelon Rinds Watermelon Waste
Apple,1.10222378369307,0.2635797422464677,1.1912846081119972,18.437579859320582,69.5971969806924,6.5,149.02729498053017,Apple Waste Apple Leaves
Watermelon,1.3498179053503605,0.3131631223215118,1.0006037859942045,22.863821664704766,85.49194343681845,5.9,220.32113012217127,Watermelon Rinds Watermelon Waste
Lentil,1.8087103373613291,0.2034257880665865,1.7599336600535787,22.182952216500574,77.29562193553264,5.6,185.1214958134751,Lentil Straw Lentil Hulls
Mango,1.3214832814089814,0.25728606903853,0.9198498608637397,29.070588929572565,79.77958239943264,6.4,239.26525919660006,Mango Leaves Mango Seed Husks
Grapes,1.2736346307804618,0.2683402588871975,1.0758137448647414,23.346771738390895,66.75613768355417,6.1,160.75071767799773,Grapevine Pruning Grapes Skins
Mango,1.8605750291926753,0.298605632678432,1.3232172792325647,26.377064135390025,76.1804800027453,6.3,207.27901474267378,Mango Leaves Mango Seed Husks
Apple,0.7004059843758443,0.2703794445824665,1.331892676836779,21.106538215390458,69.46477091020563,6.9,148.862896021747,Apple Waste Apple Leaves
Banana,1.2151041140774486,0.2520134769333954,1.118876241412327,25.796617509249334,74.88914496579393,5.8,208.32255219711465,Banana Leaves Banana Pseudostems
Coffee,1.1503834656946437,0.013694054621462698,0.73759152025205,25.91597924500029,83.18370532605505,6.5,228.4449604671635,Coffee Pulp Coffee Husk
Papaya,1.965830914297435,0.20397074117609665,1.0661921234746632,26.020858974848146,77.15167863527674,6.3,201.92208331575546,Papaya Leaves Papaya Fruit Waste
Cotton,2.2177899863158586,0.3252606458296694,1.2391242055173741,22.444380177589235,81.50615316575096,5.8,193.69768105168075,Cotton Stalks Cottonseed Hulls
Lentil,2.3001048098076926,0.29356000132114457,1.1477028241556169,22.998457950942253,77.85893953170543,6.1,180.06766138205353,Lentil Straw Lentil Hulls
Chickpea,2.1031145063758188,0.41051820674799616,2.2437891514100325,24.407238872541605,77.3833980564832,7.0,205.94835254602378,Chickpea Stalks Chickpea Hulls
Pomegranate,1.272170153006308,0.26282906606751744,1.2424897475338401,28.439005131825763,60.72524309285886,7.1,165.1807636521354,Pomegranate Peel Pomegranate Waste
Maize,1.7337430416820816,0.10157935694814746,1.859168534261901,23.629972669350153,80.77742339246299,6.2,225.0890844593631,Corn Stover Corn Cobs Corn Leaves
Lentil,2.256379303608698,0.27045715489243405,1.859257040280721,22.705644394345114,74.36896980153686,6.2,164.26652166986707,Lentil Straw Lentil Hulls
Mango,1.8350878115530938,0.3796482586485097,1.3373556471373647,27.15882211748349,75.51653209170968,6.4,212.24317440351325,Mango Leaves Mango Seed Husks
Soybean,2.155130395774591,0.4288634208444548,2.2475325979177163,26.599876202108575,82.86406283592143,6.5,222.54156911320385,Soybean Stalks Soybean Hulls
Rice,1.4876326933116095,0.27741958318364635,1.0002741452369812,22.352632321076676,81.94715379633145,6.6,187.88387552632,Rice Straw Rice Husk
Pomegranate,1.12953612953953,0.2564169374935345,1.5290213378315747,25.33686242811571,62.8565082521059,7.1,174.1771368138422,Pomegranate Peel Pomegranate Waste
Grapes,1.3910066670115753,0.12767959400354512,1.0549689144937655,21.70028467529942,73.69913625091353,6.4,193.98921310938624,Grapevine Pruning Grapes Skins
Rice,1.260667538025612,0.38743144408205477,1.414337881443053,20.11110316469083,82.9825635421592,6.4,189.17581110237768,Rice Straw Rice Husk
Papaya,1.4534083947218008,0.3580280109336379,1.143143178681351,25.982380227044352,78.1373055624231,6.4,223.16740420962782,Papaya Leaves Papaya Fruit Waste
Banana,1.544225718724829,0.22617073251055134,0.7158650907983168,28.865108417225738,76.18968718643339,6.0,200.45362947390598,Banana Leaves Banana Pseudostems
Chickpea,2.3167405005040997,0.4205922407014089,1.6285675585041586,24.269652703598535,70.36623179576462,6.3,194.56082586641193,Chickpea Stalks Chickpea Hulls
Rice,1.3727229403921881,0.26362512776096747,1.4347741540513592,21.602735895575215,81.5941418627427,6.6,206.3972341701434,Rice Straw Rice Husk
Banana,1.6846372024182008,0.18498674348362598,0.7037482498887628,27.46213859484783,75.80507868555023,6.7,207.77382761700628,Banana Leaves Banana Pseudostems
Banana,1.3476482890835966,0.27963227409660485,0.7505600880222965,27.171452891131402,70.13113638165947,6.7,202.6058842809905,Banana Leaves Banana Pseudostems
Lentil,1.9747493887677539,0.36899270868972345,1.2393842558357633,25.98853261017228,74.73549685372687,6.1,171.93933063686256,Lentil Straw Lentil Hulls
Grapes,1.369736447858224,0.2288811687532191,0.9055406282124484,22.70105085660204,65.27772780707718,6.4,189.3351716523287,Grapevine Pruning Grapes Skins
Banana,1.3685157497523928,0.24236532686969062,1.1825558881512719,27.60516696489573,76.43617655622737,6.0,186.8066625454324,Banana Leaves Banana Pseudostems
Chickpea,2.116686922669544,0.47489265820087134,2.241035755979025,25.704822839623272,73.37708439266831,6.8,190.4127863692518,Chickpea Stalks Chickpea Hulls
Pomegranate,1.3332568717446547,0.10609651631685289,1.4490800551553404,25.814381355508612,67.10425844267291,6.7,160.41856973042024,Pomegranate Peel Pomegranate Waste
Soybean,2.45129749015462,0.30441561205654616,2.2397004890727836,26.350597163842924,81.01165748931203,6.2,223.0623759418599,Soybean Stalks Soybean Hulls
Blackgram,1.9696089617650498,0.3414018724657293,2.11776584643603,21.032505224610446,78.92439445802249,6.3,171.62959791597953,Blackgram Straw Blackgram Waste
Mango,1.3714352244979016,0.3902027875228837,1.0952646854314838,28.541875614062217,78.77881065404168,6.3,215.7354462652003,Mango Leaves Mango Seed Husks
Apple,0.7340701548800126,0.1948959070323265,1.3947157425402512,20.63383121901746,69.39689654510013,7.5,132.65559070413954,Apple Waste Apple Leaves
Grapes,1.4636651711704207,0.18683618548994463,0.8754672714836702,21.434751733871945,69.17668253619979,6.0,195.34996433997856,Grapevine Pruning Grapes Skins
Orange,1.3940159395903442,0.1155339549048287,1.0690865065066526,24.475804323929022,65.01200386327837,7.0,174.92952042247327,Orange Peel Orange Waste
Soybean,2.1711099082736705,0.4650838240325177,1.7112904809660066,25.729670995863763,82.16406088482987,6.5,243.6393449910713,Soybean Stalks Soybean Hulls
Watermelon,1.312322761874346,0.36941786590881875,1.6715988926529057,21.59846271424781,83.98023451327774,6.2,193.99643884452541,Watermelon Rinds Watermelon Waste
Orange,1.317828245480353,0.2294218034847622,1.061943484528681,24.54938187288937,69.76565884010314,6.9,173.20687048288661,Orange Peel Orange Waste
Coffee,0.7800975166908781,0.03686808997364663,1.2959036809204276,25.20743923592348,86.74031207016982,6.2,246.1093655045347,Coffee Pulp Coffee Husk
Maize,1.7836808420329147,0.11912903466820346,2.31221107380142,21.168767980714755,83.76250654312665,6.7,196.8734327083007,Corn Stover Corn Cobs Corn Leaves
Mango,1.4206763057639176,0.30303203597186745,1.3119873591677649,27.3275685924198,75.29928025989499,6.4,239.71512710197652,Mango Leaves Mango Seed Husks
Banana,1.5654634079586847,0.21364350615303332,0.9013870783899003,27.52113214122089,72.92497164922467,6.2,185.40951387720133,Banana Leaves Banana Pseudostems
Watermelon,0.8083588058912883,0.3049326426736917,1.0827948465803974,23.387462473398156,82.75885354497585,6.6,199.62414981896305,Watermelon Rinds Watermelon Waste
Coffee,1.0395169470077945,0.1056767861838469,0.8106319516067216,23.86612346685839,82.50789692532459,6.2,248.51637368729456,Coffee Pulp Coffee Husk
Mango,1.4930080571933302,0.39437217416556164,1.2195808776757437,26.93226270158493,82.09289572020784,6.5,234.77408990185063,Mango Leaves Mango Seed Husks
Mango,1.7557111750585424,0.32962103985975283,0.9634461374352601,26.528028134515324,83.65514397612023,6.6,225.5262561047102,Mango Leaves Mango Seed Husks
Mango,1.613120531090325,0.2732388181494488,1.0346743923523551,29.531798848172674,79.49210636143872,6.6,205.01509022578358,Mango Leaves Mango Seed Husks
Papaya,1.7555921598073654,0.351523521539588,1.442884584130515,25.894854465901815,78.28365997825647,6.3,210.5263687030763,Papaya Leaves Papaya Fruit Waste
Chickpea,2.1365743285434906,0.35860842383106983,1.8195170671472747,24.0883152707481,78.46830584405296,6.4,198.295430428711,Chickpea Stalks Chickpea Hulls
Pomegranate,1.1655474135001853,0.11658918745763087,0.9378813231867258,27.884220111834242,67.17652787298145,6.9,155.2111789136793,Pomegranate Peel Pomegranate Waste
Orange,1.128939487504241,0.2152085782299359,1.0129425320007317,23.754794122978687,66.60146338673454,6.5,179.494020234816,Orange Peel Orange Waste
Mango,1.5738984787430728,0.2908632275816102,0.9367849468782918,26.193379090019505,78.90228386557561,6.5,227.22844367100873,Mango Leaves Mango Seed Husks
Blackgram,2.1398028524855466,0.2886608073013013,2.1989426662653107,22.021100131503115,83.10874313785337,6.9,168.56406047029503,Blackgram Straw Blackgram Waste
Rice,1.553990979565859,0.2498267859974199,0.830085205347643,19.790096143727663,77.93267308119951,6.5,189.6854843799641,Rice Straw Rice Husk
Apple,1.039368499146452,0.2736640934935497,0.7785550295384559,19.4106542413584,63.49198080633009,7.3,131.42338476963945,Apple Waste Apple Leaves
Blackgram,2.2545678395699036,0.2618913643746822,1.7169190290324468,23.243324367110198,81.47082474310065,6.3,165.32696186462655,Blackgram Straw Blackgram Waste
Orange,1.4401756110969712,0.20544788763839794,1.281042416175284,22.470793740672644,66.6179436955786,6.9,168.79182709472266,Orange Peel Orange Waste
Orange,1.393335215967953,0.1073294887389529,0.8745519863912818,23.613204068845263,73.1791510135503,6.7,160.3989684767612,Orange Peel Orange Waste
Cotton,1.9891162843171324,0.37606835798367244,1.4988960426563507,25.783363217573775,81.81519088528889,5.8,193.97320961043286,Cotton Stalks Cottonseed Hulls
Wheat,1.8038995018479915,0.3311732202073272,2.19490137565731,22.42624410516952,79.13124889303327,6.8,167.3391910691982,Wheat Straw Wheat Chaff
Orange,1.2165813233303755,0.22277722177163184,1.1347121564167257,25.037818968393807,66.12001827871586,6.4,177.283915010001,Orange Peel Orange Waste
Banana,1.2271163543057977,0.12221284249406039,1.1862249080432226,28.38593134587126,73.0521867207982,6.5,193.81519263046147,Banana Leaves Banana Pseudostems
Pomegranate,1.3839194610544185,0.278720359880196,1.533826139390059,25.12412147653145,65.53475813491677,7.1,177.9664659090803,Pomegranate Peel Pomegranate Waste
Mango,1.3503288260833661,0.2460157413933839,1.1824541381281473,27.75411299809564,84.9088891064237,6.4,206.95735549876187,Mango Leaves Mango Seed Husks
Papaya,1.6345931769803697,0.31022647451117435,1.2798838879587975,25.088531079083022,84.20972250247591,6.4,219.41588024444212,Papaya Leaves Papaya Fruit Waste
Banana,1.2477482659002572,0.22664412935470615,1.1196381222775578,27.07204142458058,76.50387234754984,6.8,212.41567436602082,Banana Leaves Banana Pseudostems
Orange,1.1494030649913576,0.25939109300981567,0.8402162469814662,23.188917595080156,67.44848235254328,6.8,179.3935034256518,Orange Peel Orange Waste
Pomegranate,1.3473935049669097,0.10605484558711138,1.2055955233708062,25.055307314106983,63.07650026344193,7.0,150.30153012268067,Pomegranate Peel Pomegranate Waste
Coffee,1.0376943947502208,0.05431042233889569,1.0551876024916287,25.754341302056375,86.69903371629711,6.6,248.43363301346622,Coffee Pulp Coffee Husk
Apple,1.171468944694522,0.1700973035097805,1.0586795543352399,21.55400399036546,60.02823339292126,7.0,147.98124449023283,Apple Waste Apple Leaves
Cotton,2.082859266528593,0.48087110574004954,1.6552508149674,23.27240360756997,87.719679070867,5.9,188.04571037630186,Cotton Stalks Cottonseed Hulls
Papaya,1.4080312433061306,0.21364052509005044,1.2957084248417967,25.273633811484746,79.13594043770135,6.7,233.07354491854187,Papaya Leaves Papaya Fruit Waste
Banana,1.3229910184878977,0.2816614391978744,0.82562072293636,26.2640600178011,77.1951842028136,6.6,191.50113858460136,Banana Leaves Banana Pseudostems
Pomegranate,1.487110311387407,0.1591884199500724,0.8634634414933375,26.314080038639283,66.84510163412766,7.1,156.59412674617838,Pomegranate Peel Pomegranate Waste
Maize,1.7849471157039634,0.28513662707042337,1.8889255084397738,20.50095046930667,76.77721074506235,7.0,199.55377316411716,Corn Stover Corn Cobs Corn Leaves
Soybean,2.0477590328782598,0.4906025589826711,2.112536647690881,24.300830386414063,84.9526656873624,6.4,218.64787089660842,Soybean Stalks Soybean Hulls
Cotton,1.772221132652736,0.3313925986264533,1.2735790509331018,22.801121420127448,80.1536160125769,6.0,170.84308449197138,Cotton Stalks Cottonseed Hulls
Pomegranate,1.3141475084451066,0.2248510717086102,0.8794226054118368,28.443881194412953,68.17668083922949,7.5,147.91553873494058,Pomegranate Peel Pomegranate Waste
Orange,1.2527181517464163,0.20098677385852828,0.8456576335873708,23.66334016394955,68.54536799932559,6.8,165.00146111489852,Orange Peel Orange Waste
Orange,1.1633091128079143,0.12406523952168838,1.5537609366285032,23.452876157998194,73.38688574808394,6.8,160.88945658963178,Orange Peel Orange Waste
Grapes,1.18890419479692,0.25522179222550767,1.3638403085143858,21.219164896525466,72.31733170513895,6.0,175.15578914575957,Grapevine Pruning Grapes Skins
Chickpea,2.544515267664936,0.31402589188218455,2.1872205900144928,23.514083230656375,71.40563837074008,6.2,201.93711647636167,Chickpea Stalks Chickpea Hulls
Coffee,0.9864831215734463,0.044637083327475735,0.9549206580145625,23.989665603497023,81.92318394025853,6.2,245.9482601007003,Coffee Pulp Coffee Husk
Banana,1.6677051201031952,0.2035485777565331,0.817038082192781,25.714513324541763,78.32354437695571,6.3,211.62435921134062,Banana Leaves Banana Pseudostems
Pomegranate,1.21028660691502,0.23996908575556644,1.5764274215793557,24.698269286947845,60.30843940803524,7.2,173.6863704728655,Pomegranate Peel Pomegranate Waste
Wheat,2.2396467838278067,0.25691803670229224,2.18864084380192,23.24770789250255,78.05408405688597,6.6,134.97956860182828,Wheat Straw Wheat Chaff
Mango,1.5839154915678284,0.3433026930358114,1.1060233499248966,29.459866820046198,76.70862012638138,6.4,239.38394512863945,Mango Leaves Mango Seed Husks
Chickpea,2.342379745825995,0.4376475616438167,1.9463232073733825,23.860875282454426,78.98685464101325,6.6,209.8893003284429,Chickpea Stalks Chickpea Hulls
Soybean,2.258555088574198,0.42785292882643566,2.067199501533879,24.33267577542071,76.74325229549727,6.6,240.78051411326666,Soybean Stalks Soybean Hulls
Wheat,1.9749320686679568,0.2662014723696259,2.1949217443745255,23.31653473254606,72.0374560179193,6.6,141.49785260040187,Wheat Straw Wheat Chaff
Wheat,2.274896210347903,0.21472923895124052,2.1188709683660183,19.80126529475355,70.23002852801692,6.2,153.81278219761026,Wheat Straw Wheat Chaff
Banana,1.5479718302008991,0.25451393510987624,0.8523810456472916,25.829020055159145,79.07721935995164,6.4,200.35273792509116,Banana Leaves Banana Pseudostems
Apple,0.9059373584419332,0.17965222870595327,0.9186574192333665,18.646884916781588,67.27440315862016,7.0,167.10169112455716,Apple Waste Apple Leaves
Coffee,1.060658497248347,0.10487278307288977,1.0670757339076147,23.63477627387789,85.31251290437251,5.9,252.6985046997329,Coffee Pulp Coffee Husk
Watermelon,1.3319617123444314,0.28408158646827075,1.451183635374834,20.893598826066036,82.92743676515308,6.5,206.94586448448848,Watermelon Rinds Watermelon Waste
Papaya,1.4445634049857388,0.2570259455941779,1.231218301142113,25.83713995605648,75.288020328809,6.8,229.01964811227555,Papaya Leaves Papaya Fruit Waste
Blackgram,1.975852275716753,0.3220906298891033,1.7037158487824215,23.033493013079486,82.50499545132593,6.5,165.7944474524215,Blackgram Straw Blackgram Waste
Watermelon,1.2001737464139808,0.3368850144611511,1.5070059715380717,23.5681032493575,86.82894621269742,6.4,206.1036964418795,Watermelon Rinds Watermelon Waste
Mango,1.4968135656546215,0.3774998903474677,1.0407378040819115,28.17329307587507,82.28311127507614,7.0,202.6875861877598,Mango Leaves Mango Seed Husks
Rice,1.6180173070886759,0.3670754751555052,1.1536391874698868,21.803386714163807,79.65873968945613,6.3,186.50085566654062,Rice Straw Rice Husk
Lentil,2.033990118863035,0.3954229513043199,1.4247370280255103,25.128023977562606,76.38725211604695,6.2,183.36610030084944,Lentil Straw Lentil Hulls
Blackgram,1.7489130714840324,0.37187049429599206,1.928126989321354,24.832129070588262,81.93275413805154,6.6,175.11188079677817,Blackgram Straw Blackgram Waste
Grapes,1.3470696332862229,0.24806525912011299,0.6262530129974206,24.80739154183946,69.86894296068614,6.2,183.3657009425675,Grapevine Pruning Grapes Skins
Wheat,2.275554502653755,0.28224953001060415,2.0935276954798145,23.006505655840765,75.66430965301,6.7,134.19263805582725,Wheat Straw Wheat Chaff
Chickpea,2.1851582790540753,0.4997503795649877,2.0082745319159563,24.867789671418194,74.58484679007412,6.5,208.9598384914423,Chickpea Stalks Chickpea Hulls
Grapes,0.9294055178466512,0.2867687547407876,1.3300349968868033,24.06934752743133,71.92813855641717,6.6,165.20116662777053,Grapevine Pruning Grapes Skins
Pomegranate,1.5456030755067738,0.2525353716652281,1.5159133879974789,27.629723615167563,67.49952451245088,6.9,170.9171179236063,Pomegranate Peel Pomegranate Waste
Banana,1.282676021681309,0.2760027507002687,1.3395736030210892,27.973714282869732,75.08561172121209,6.1,211.18388687146287,Banana Leaves Banana Pseudostems
Coffee,1.055722548491144,0.19955986517129265,1.1656223795603753,26.886570447482946,84.16750398980928,6.7,253.33057949231082,Coffee Pulp Coffee Husk
Wheat,2.1145053572209704,0.21260541228451071,1.8262258106281748,20.769532477099094,75.38647939318572,6.1,131.52050872616593,Wheat Straw Wheat Chaff
Banana,1.6505382143950906,0.12408070797381117,0.7222322189499679,27.44834444738578,73.03282970469807,6.3,196.0438818729887,Banana Leaves Banana Pseudostems
Cotton,2.091792092626723,0.34778545398411764,1.884834953535957,22.3786923038194,83.03060281285742,6.3,182.90591716976988,Cotton Stalks Cottonseed Hulls
Orange,1.3961870327774626,0.19256564893825256,1.00140553474663,25.894068864578202,72.50189099444106,6.7,166.51823799909752,Orange Peel Orange Waste
Lentil,1.9108437326552588,0.37433706250963816,1.8108152928520735,23.20060550938219,78.10286278769865,6.3,177.49990839450615,Lentil Straw Lentil Hulls
Cotton,1.796771887052606,0.3961342155417852,1.2973276940820804,24.76687575975745,84.92530031860566,5.6,178.29260912276214,Cotton Stalks Cottonseed Hulls
Banana,1.3139063717674402,0.13580328974873124,1.1211911663044059,27.751177769795632,71.89797536195094,6.7,208.46784946337863,Banana Leaves Banana Pseudostems
Watermelon,1.2215776316394902,0.3900670291728551,1.0159224379023784,24.351204669586973,80.80631260671025,6.3,220.41090530078145,Watermelon Rinds Watermelon Waste
Wheat,1.809172732454651,0.3340194859837501,1.9686009098650863,21.477104715659504,74.54243186822374,6.7,154.18614958076378,Wheat Straw Wheat Chaff
Coffee,1.2288551194959636,0.0038997734312052473,0.9120999860296182,24.207047802480762,82.51817255251888,6.7,236.6150535328419,Coffee Pulp Coffee Husk
Jute,2.3472462881788765,0.2828000026634372,1.2428994663270303,22.461975767926685,82.26483172795015,7.3,181.1823078827345,Jute Stems Jute Waste
Blackgram,1.952317860395493,0.33801330478372815,1.4214560015689617,24.90189168396858,75.48000456693958,6.0,165.74696335658456,Blackgram Straw Blackgram Waste
Banana,1.3198904974396413,0.20579349112228315,1.0058327755658254,28.27923479359744,73.01766776931589,6.0,204.57665468911205,Banana Leaves Banana Pseudostems
Jute,2.7657389072554186,0.23777980726840997,1.2941698839831084,21.59505644095909,81.61930560469368,6.8,160.74000696046704,Jute Stems Jute Waste
Coffee,0.951024645681343,0.0151422734386895,1.290443632710772,24.429176362566903,83.51386675631025,6.4,241.37326604977426,Coffee Pulp Coffee Husk
Maize,1.7306497397664566,0.2259553467635984,2.001846378887252,22.123419692613563,80.6753636484757,6.5,224.97668874536805,Corn Stover Corn Cobs Corn Leaves
Lentil,2.2744233069655104,0.283750291767608,1.8428348958724716,23.136273348191427,75.26284397046015,5.6,175.15285695792988,Lentil Straw Lentil Hulls
Wheat,1.8793409229620046,0.2066087982078711,1.7490902612114216,21.40378275408324,72.24564542394482,6.3,166.84951095345346,Wheat Straw Wheat Chaff
Mango,1.5718207094117638,0.3324938602788543,1.670386420812672,29.336853271749447,80.29749085610439,6.9,224.077424750794,Mango Leaves Mango Seed Husks
Grapes,1.2946202077495532,0.20726353126785865,1.369739183896145,24.97509873473293,73.5733327044161,6.5,194.05802817012943,Grapevine Pruning Grapes Skins
Cotton,2.0722656479310335,0.4496160960250838,1.148833943982844,22.030595507572652,80.47862666308959,6.0,169.74506152271505,Cotton Stalks Cottonseed Hulls
Chickpea,2.351123324107185,0.4203668958349694,1.8121903885339379,23.61920794427013,78.05160656184967,6.8,217.0839860551103,Chickpea Stalks Chickpea Hulls
Soybean,2.0151621869097096,0.4190520596951497,2.1649405160435142,24.435129486468735,81.10129943713014,6.5,246.24527663852263,Soybean Stalks Soybean Hulls
Pomegranate,1.5229125549243931,0.10476568474684855,0.8018115960515357,26.316700517652833,62.6876586978768,7.0,155.25824750339848,Pomegranate Peel Pomegranate Waste
Wheat,1.9622753231030974,0.3620755085358266,1.9163332999897575,20.45291568947977,73.12181217614966,6.6,166.49535310418344,Wheat Straw Wheat Chaff
Soybean,2.2269648820674606,0.48428781910945995,2.0293544340538228,24.669964024413368,83.37922558540876,6.6,235.83481273560312,Soybean Stalks Soybean Hulls
Apple,1.065978152503642,0.2825229639935026,1.3939218422331612,20.13228667586917,68.16642355939027,6.9,132.50019773827117,Apple Waste Apple Leaves
Papaya,1.7251245152950543,0.29951235264946063,1.2959763217946851,26.368499385708688,83.66355354138344,6.6,200.81602724605767,Papaya Leaves Papaya Fruit Waste
Soybean,2.4966410096648524,0.45839229143091753,2.012828826889589,23.423308807813402,83.01840166821333,6.7,242.71582279889145,Soybean Stalks Soybean Hulls
Chickpea,2.2550325177845805,0.3514230497809785,2.0852890356213307,24.10132497379902,79.25761663607356,6.2,210.48981579488472,Chickpea Stalks Chickpea Hulls
Coffee,0.80614729589173,0.08149753362400876,0.6847118841118147,23.713953261343814,85.14563646627398,6.8,244.11141681034994,Coffee Pulp Coffee Husk
Banana,1.5026417270238763,0.19429381758879602,1.2967006568512296,28.495884381594358,71.77804136584858,6.0,199.10762981676226,Banana Leaves Banana Pseudostems
Cotton,2.0878000970650135,0.4231163794595871,1.842530329026531,25.91978511366103,83.72232720319947,5.9,183.38911756209356,Cotton Stalks Cottonseed Hulls
Maize,1.5378909877119418,0.2972581035591191,1.8553073704836611,21.767131479951257,79.49264501648075,6.4,222.4946359866035,Corn Stover Corn Cobs Corn Leaves
Apple,0.9709126423670482,0.20498203697717443,0.8553286043118081,18.57408107722498,65.72778935832675,6.6,133.45638692243824,Apple Waste Apple Leaves
Coffee,1.2790050917334415,0.0049168431633397625,1.198978042694387,24.15023399487942,80.81533581403198,6.3,232.25215922029008,Coffee Pulp Coffee Husk
Watermelon,0.9325407468544324,0.35743461231377816,1.269136309509535,23.490558150575097,88.32702803920138,6.8,190.42141961694372,Watermelon Rinds Watermelon Waste
Coffee,1.2091889927893171,0.04917685565234647,0.9229338719879224,24.845718690843057,83.39512725885463,6.7,221.58702324035542,Coffee Pulp Coffee Husk
Jute,2.3361149242845416,0.21030001756856218,1.7825547728619462,21.991839975195845,81.52481663279681,7.1,169.7741170089467,Jute Stems Jute Waste
Watermelon,1.1393839201603861,0.27020050571384213,1.5815190170779398,23.81992860473511,83.74740881093733,6.2,215.68775891572147,Watermelon Rinds Watermelon Waste
Papaya,1.846047258820453,0.36646666786622834,1.5871235575136273,27.0199172090665,84.6765779975131,6.4,238.45259695187485,Papaya Leaves Papaya Fruit Waste
Orange,1.6676612245916957,0.20797531824594648,1.1936540839335419,22.573641931527177,70.03521462863583,6.8,196.7681476981683,Orange Peel Orange Waste
Watermelon,1.3134383399845322,0.3207705268881999,1.53778664755639,20.810237213742045,86.37279676852123,6.6,214.15798410632146,Watermelon Rinds Watermelon Waste
Cotton,2.0469165426047806,0.3080013709545561,1.595879952703509,24.657217908268017,89.51675099573335,5.8,176.16678514610896,Cotton Stalks Cottonseed Hulls
Soybean,2.057517692227422,0.46492961226837104,2.102367506066746,26.65849950953959,79.22253917198769,6.2,235.28704373102414,Soybean Stalks Soybean Hulls
Orange,1.541295449638925,0.28574993261504966,0.9317983056596107,24.498329974041162,72.94762737207874,6.4,165.49769538651478,Orange Peel Orange Waste
Mango,1.6168923943876923,0.2287278624234103,1.3441106525027762,27.602219969435563,76.84171511357,6.6,209.56108447118697,Mango Leaves Mango Seed Husks
Banana,1.405978795838771,0.2648924630380006,1.468044157911145,28.441583198583405,72.63661570380631,6.6,205.3629499421078,Banana Leaves Banana Pseudostems
Watermelon,0.8328674843529746,0.3736766684828243,1.1380129837069375,21.08789736909929,87.54220677835688,6.3,217.2746596422783,Watermelon Rinds Watermelon Waste
Banana,1.2153680055051888,0.11836917265878988,0.929346983350169,25.63082394078721,76.37045752387492,6.2,186.29302250002365,Banana Leaves Banana Pseudostems
Jute,2.539571738914397,0.2152188241357916,1.8750444909790325,21.341559796430023,76.14996556879446,7.1,177.7649542747741,Jute Stems Jute Waste
Coffee,0.8006992637588879,0.010265742441359554,0.8867029138607178,25.99173766064441,80.33217687035547,6.8,256.5983007560149,Coffee Pulp Coffee Husk
Maize,1.8150860405034552,0.16779153719932985,1.8850580891550313,20.36801793998862,81.79826566850761,7.0,205.5061544883792,Corn Stover Corn Cobs Corn Leaves
Grapes,1.004556083090083,0.17437250682485994,0.6675062232287514,22.950844260810914,73.78810783735405,6.1,175.43585112350294,Grapevine Pruning Grapes Skins
Wheat,2.340304082268778,0.20469035552452752,1.9452726047411648,22.039271577936333,76.93198106033739,6.3,161.90096396703285,Wheat Straw Wheat Chaff
Grapes,1.3988724001552453,0.2790813759380806,0.6577838165660213,21.25532058147638,71.11839719096025,6.8,192.4715404066074,Grapevine Pruning Grapes Skins
Grapes,1.1961435821477153,0.20878970439856404,1.1708358636457044,24.949482128570573,70.78274385583151,6.1,185.1401579534421,Grapevine Pruning Grapes Skins
Jute,2.6415011114850078,0.13422071127214422,1.742247664563242,22.669186012622763,83.55568155813083,6.7,194.4439448999803,Jute Stems Jute Waste
Rice,1.3711881767826402,0.23417403674016793,0.9914612737349395,20.98344517821183,77.35513945903708,6.7,206.23640129405044,Rice Straw Rice Husk
Jute,2.500795042102264,0.1650685935379423,1.7695261948051608,22.622728402566857,78.50634157465323,7.5,183.3357553810304,Jute Stems Jute Waste
Apple,0.7466457410700728,0.1841991443817859,0.9447806224826715,19.136298982595335,65.01134981058286,7.5,144.52616270666576,Apple Waste Apple Leaves
Rice,1.6950134151129235,0.3337334948143584,1.0684231133320385,21.977255432481535,79.80073712385789,6.1,200.5986794827689,Rice Straw Rice Husk
Blackgram,2.2152968860190976,0.2908139874889316,1.8912226607624039,23.80319346061562,79.15678883510802,6.9,142.82177078563325,Blackgram Straw Blackgram Waste
Cotton,1.7441877002933093,0.38808235062711427,1.48074280301738,22.38313456022485,84.55263234950458,5.8,172.89725430879838,Cotton Stalks Cottonseed Hulls
Watermelon,0.9396426375465364,0.22934968242802423,1.1622379584883937,23.730075769358574,80.25085060428265,6.2,215.57470304105942,Watermelon Rinds Watermelon Waste
Papaya,1.6420617785244889,0.22216118959389097,1.414941498470749,26.358896316647222,84.83593536107605,6.1,204.69844814670242,Papaya Leaves Papaya Fruit Waste
